rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,h_X_1_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_sigma.01,0.884493515763476,0.906313990738575,0.88669184767014,0.892499784724064,0.120214289727064,0.188558864821458,0.31967448157136,0.209482545373294,0.107429376429599,0.196260402701537,0.152447855310871,0.152045878147336,0.17531639092971,0.40656003698415,0.386300529368228,0.340051229461453,0.1,0.1,0.1,0.1,0.1,0.1,,13.4459999999999,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1240,HRJkA,2019-01-18T22:59:19.348924Z
empirical_AIC_each_k,0.883327024331289,0.901149596510784,0.879723582155553,0.888066734332542,0.134022399170404,0.21192269635412,0.318009082967893,0.221318059497472,0.108514297748074,0.207079158872776,0.161823148359893,0.159138868326914,0.148925252943958,0.402832291600407,0.389637498161426,0.336107757842154,0.0818442348870886,0.0818442348870886,0.0818442348870886,0.115316664613167,0.115316664613167,0.115316664613167,,2036.436,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1240,HRJkA,2019-01-18T22:59:19.348924Z
empirical_AIC_full,0.812957440735657,0.884932982439872,0.878833135581971,0.858907852919167,0.17170838827593,0.202327173232003,0.286097766293977,0.220044442600637,0.173963095148998,0.241050925127986,0.163021179283707,0.192678399853564,0.233813269228229,0.471453718061072,0.370571096477552,0.371963650965367,0.0162650544864958,0.211727608155668,0.0712233390169858,0.586239702037768,0.0461725208914887,0.143090558823152,,2658.902,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1240,HRJkA,2019-01-18T22:59:19.348924Z
empirical_independence,0,0,0,0,0.562394422578716,2.4900197836552,4.4116980099296,2.48803740538784,0.930072256459774,2.09487418931342,1.34542706924625,1.45679117167315,0.792616490975289,1.89489754805261,1.26900906521796,1.47078048207242,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.4050000000025,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1240,HRJkA,2019-01-18T22:59:19.348924Z
Gaussian,0.911239099024504,0.948953329791505,0.912796470078684,0.924329632964898,0.0729571211439464,0.0971061317175605,0.348335238909421,0.172799497256976,0.0825540514556817,0.10693635187017,0.117325989689964,0.102272131005272,0.0582642410758673,0.102222144900565,0.102624467148053,0.0910167163388766,,,,,,,,12.9939999999988,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1240,HRJkA,2019-01-18T22:59:19.348924Z
copula,0.84647627189069,0.855521366662402,0.808332251309698,0.836776629954264,0.104288207494827,0.263510784561992,1.0440355826044,0.470611524887072,0.142788160222743,0.302664559886211,0.25787497738942,0.234442565832791,0.129467384126208,0.363134589639016,0.307147383145403,0.291543130400531,,,,,,,,17.8889999999992,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1240,HRJkA,2019-01-18T22:59:19.348924Z
treeSHAP,-0.128387696492851,-0.0860760576132257,-0.0286879237467802,-0.0810505592842858,0.624923463683647,2.62136331843365,4.41928484637582,2.55519054283104,1.04948209103855,2.27519270072522,1.38402457841564,1.56956645672647,0.852286648748013,1.99713527547852,1.28724228573983,1.54216512973386,,,,,,,,0.0380000000004657,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1240,HRJkA,2019-01-18T22:59:19.348924Z
empirical_sigma.01,0.664120174075838,0.828511049643785,0.81206220935602,0.768231144358547,0.077432543674492,0.127597513056387,0.0930779775011385,0.0993693447440059,0.103095447442096,0.112869835589344,0.102094269762327,0.106019850931256,0.158882604336623,0.170458698575256,0.259617022584265,0.200796677831659,0.1,0.1,0.1,0.1,0.1,0.1,,15.8510000000024,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1240,r0tBu,2019-01-18T23:18:14.057611Z
empirical_AIC_each_k,0.605494352967374,0.829369746267214,0.758620340699914,0.731161479978167,0.0872990406771974,0.106522825799308,0.128291953722828,0.107371273399778,0.121090143140796,0.112304662460076,0.131125730313628,0.121506845304833,0.199756639181892,0.22576080371874,0.356667933279482,0.268825775709895,0.0612310287259651,0.0612310287259651,0.0612310287259651,0.184668234487495,0.184668234487495,0.184668234487495,,2646.689,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1240,r0tBu,2019-01-18T23:18:14.057611Z
empirical_AIC_full,0.532759363764525,0.767905965412735,0.7680718035436,0.689579044240286,0.108176744665622,0.142831598476004,0.12964377227585,0.126884038472492,0.143415527631905,0.152758620719977,0.125991370726312,0.140721839692731,0.215568737207016,0.230567086000699,0.280342900154283,0.243174447760358,0.0459794390131731,0.266635969990328,0.0818118857373573,1.62860720622721,0.068687103420188,0.189476996464599,,2744.447,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1240,r0tBu,2019-01-18T23:18:14.057611Z
empirical_independence,0,0,0,0,0.222803209082598,1.18844593241422,0.748768891330668,0.720006010942497,0.306941469790371,0.658175557987215,0.543234383103552,0.502783803627046,0.338009976768491,0.578271254422532,0.522443701586037,0.510268116861386,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.0969999999943,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1240,r0tBu,2019-01-18T23:18:14.057611Z
Gaussian,0.605380128881328,0.753345355049436,0.646950617445142,0.668558700458635,0.109221775367052,0.254499833099483,0.219062020769868,0.194261209745468,0.121125203249652,0.162342058570476,0.191788563537278,0.158418608452469,0.140165637019601,0.16408144679676,0.13625063431671,0.149695090487687,,,,,,,,14.096000000005,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1240,r0tBu,2019-01-18T23:18:14.057611Z
copula,0.452612156916739,0.532825622594246,0.489548828560167,0.491662202690384,0.147327976635747,0.398235133441689,0.283936416943243,0.276499842340226,0.168016029101357,0.307482756526361,0.277294627221603,0.250931137616441,0.173536551349385,0.312750065431668,0.294698478915078,0.273338714892468,,,,,,,,23.0040000000008,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1240,r0tBu,2019-01-18T23:18:14.057611Z
treeSHAP,-0.0115659692387059,-0.0442070364199908,0.00251009065397171,-0.017754305001575,0.235950112791527,1.20751015011483,0.747200816552054,0.730220359819471,0.31049154538805,0.687271548849903,0.541870815555607,0.51321130326452,0.312215123463421,0.625933586188329,0.50551496936647,0.520349121817842,,,,,,,,0.0939999999973224,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1240,r0tBu,2019-01-18T23:18:14.057611Z
empirical_sigma.01,0.930597560390967,0.938049448131254,0.930935714013022,0.933194240845081,0.0563641141953268,0.12792289486766,0.13769093515121,0.107325981404732,0.160903170222642,0.290802418094222,0.167723490702441,0.206476359673101,0.281743767556987,0.330195646633485,0.15820865103451,0.272480179712622,0.1,0.1,0.1,0.1,0.1,0.1,,13.4069999999992,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1240,P2Pr8,2019-01-18T23:22:47.270206Z
empirical_AIC_each_k,0.909547156800636,0.940173562058112,0.887466717009374,0.912395811956041,0.0622434286638411,0.124996589516536,0.146909935332195,0.111383317837524,0.209706594010493,0.280831603507346,0.273288498877005,0.254608898798281,0.614375448847478,0.393351237132089,0.677045736994371,0.573588236172572,0.0446401390536907,0.0446401390536907,0.0446401390536907,0.0906126721699263,0.0906126721699263,0.0906126721699263,,2437.034,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1240,P2Pr8,2019-01-18T23:22:47.270206Z
empirical_AIC_full,0.91429201618976,0.949636064039329,0.893925724167346,0.919284601465478,0.0698476494805354,0.110898319885641,0.1702004143291,0.116982127898426,0.198706074111315,0.23641362216007,0.257602718425856,0.230907471565747,0.560919036983012,0.327690541068755,0.492773263167369,0.469813975172442,0.0186501923895466,0.168298748725463,0.0233775578443405,0.227567165816476,0.0503683100552646,0.115658409546007,,2738.33,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1240,P2Pr8,2019-01-18T23:22:47.270206Z
empirical_independence,0,0,0,0,0.754916898357597,2.80533106639969,1.01733977435971,1.52586257970566,2.31840798578642,4.69410536826762,2.42851262856846,3.14700866087417,1.90425504462501,3.98809661755129,2.19484925879079,3.04378880537129,Inf,Inf,Inf,Inf,Inf,Inf,Inf,16.086000000003,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1240,P2Pr8,2019-01-18T23:22:47.270206Z
Gaussian,0.970274469959846,0.97787376158018,0.964985486006879,0.971044572515635,0.0290232429815359,0.06547837038596,0.0503379706393496,0.0482798613356152,0.0689159062268267,0.103862894546044,0.0850331894154819,0.0859373300627843,0.0589053338081968,0.110554710937783,0.0871696797132458,0.0889735227411678,,,,,,,,15.7279999999955,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1240,P2Pr8,2019-01-18T23:22:47.270206Z
copula,0.953579122702866,0.958385491038404,0.941206156602266,0.951056923447845,0.0460392493145397,0.0754724388219045,0.0754436323995515,0.0656517735119986,0.107622532632888,0.195342889914448,0.142781591173474,0.148582337906937,0.101965464715834,0.311969960113936,0.250896192104269,0.24044433759051,,,,,,,,24.7390000000014,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1240,P2Pr8,2019-01-18T23:22:47.270206Z
treeSHAP,-0.0593203051814324,-0.0462817960639611,-0.0287479843710416,-0.044783361872145,0.813214009077483,2.93636436883217,1.02639898361005,1.5919924538399,2.45593665503834,4.91135699562452,2.49832747165943,3.28854037410743,1.9793947047753,4.10252008707101,2.2355602336931,3.13786557793163,,,,,,,,0.0889999999999418,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1240,P2Pr8,2019-01-18T23:22:47.270206Z
empirical_sigma.01,0.425387273574667,0.58883480140229,0.588442394123138,0.534221489700031,0.0975982125085499,0.132844741504098,0.134251101332492,0.121564685115047,0.105110388347521,0.113959525252719,0.0972437833687895,0.105437898989677,0.154399757640968,0.174727349008663,0.138317591477205,0.156150975089299,0.1,0.1,0.1,0.1,0.1,0.1,,14.844000000001,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,vHbty,2019-01-18T23:39:12.207808Z
empirical_AIC_each_k,0.542859157754639,0.722410504673352,0.690619017486428,0.651962893304806,0.0810506107809919,0.0660305016562413,0.0965617219444844,0.0812142781272392,0.0836219757206624,0.0769373653472017,0.0731012543866693,0.0778868651515111,0.110905536631187,0.111255725494515,0.1103331680426,0.110546627172386,0.205870380958782,0.205870380958782,0.205870380958782,0.207219522574423,0.207219522574423,0.207219522574423,,2550.689,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,vHbty,2019-01-18T23:39:12.207808Z
empirical_AIC_full,0.422026709757598,0.481152865546164,0.469975847678647,0.45771847432747,0.0983397636767484,0.189769655957226,0.16217803503454,0.150095818222838,0.105725115713684,0.143804906939471,0.125235333067773,0.124921785240309,0.1389859792214,0.241753354624332,0.189738557401074,0.194704187517844,0.146276102277113,0.272517311658237,0.058880586024559,1.77817492628477,0.0732365769884162,0.231471439088859,,2568.748,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,vHbty,2019-01-18T23:39:12.207808Z
empirical_independence,0,0,0,0,0.165778579031139,0.274298281697186,0.295229383551274,0.245102081426533,0.182923878142089,0.277162380574478,0.236282313776227,0.232122857497598,0.159501558131301,0.257590773461432,0.255122521806905,0.231166043415986,Inf,Inf,Inf,Inf,Inf,Inf,Inf,12.7989999999991,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,vHbty,2019-01-18T23:39:12.207808Z
Gaussian,0.3686583786331,0.397321432427674,0.337580830978541,0.367853547346438,0.116625715844913,0.197252988458719,0.207033560020554,0.173637421441396,0.115487457812948,0.167039826509562,0.156517933946116,0.146348406089542,0.126906349622462,0.183382878497547,0.165949822346506,0.161499100807588,,,,,,,,13.1939999999959,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,vHbty,2019-01-18T23:39:12.207808Z
copula,0.241440836681404,0.243937251878596,0.148799077669087,0.211392388743029,0.138141291649,0.224627432418662,0.257783602442771,0.206850775503478,0.138758583954456,0.20955215113301,0.201123723416807,0.183144819501424,0.121566363265025,0.210422275225085,0.207211542014882,0.186468086531469,,,,,,,,18.1990000000005,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,vHbty,2019-01-18T23:39:12.207808Z
treeSHAP,0.0279335188815119,-0.0648054676151753,-0.042071862736191,-0.0263146038232848,0.161953311678967,0.32028165891944,0.306475836785884,0.26290360246143,0.177814170538128,0.295124018252942,0.24622315084841,0.239720446546493,0.141066796989277,0.272136425665403,0.257575074045208,0.235370761493821,,,,,,,,0.0469999999986612,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,vHbty,2019-01-18T23:39:12.207808Z
empirical_sigma.01,0.871989099652528,0.905068978699464,0.896357495085474,0.891138524479155,0.069686442313113,0.331555756554411,0.134068168977579,0.178436789281701,0.153498387329197,0.250350977898326,0.178698020899027,0.194182462042183,0.22934217390189,0.464295047668912,0.433992354369731,0.390951921541259,0.1,0.1,0.1,0.1,0.1,0.1,,13.9969999999994,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1241,wAdg9,2019-01-19T00:22:07.352648Z
empirical_AIC_each_k,0.853055896470572,0.891574277334017,0.863439558892566,0.869356577565718,0.0770352633635915,0.440719144309227,0.140919530146559,0.219557979273126,0.176201267689522,0.285939046340044,0.235454368640761,0.232531560890109,0.363201287001655,0.593022413221453,0.69849884395312,0.56893095865206,0.114757737090622,0.114757737090622,0.114757737090622,0.114584857334657,0.114584857334657,0.114584857334657,,2140.659,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1241,wAdg9,2019-01-19T00:22:07.352648Z
empirical_AIC_full,0.846925600372363,0.888345638239224,0.861690503439898,0.865653914017161,0.0858834687639429,0.271426144531239,0.159643901395103,0.172317838230095,0.183552130486138,0.294453575559142,0.238470049785213,0.238825251943498,0.270988551750626,0.586997848553358,0.617793053171428,0.516556188665765,0.0476308280060809,0.174827081959996,0.0821590597997214,1.17911450384146,0.0602847098308424,0.133162124229373,,2615.53,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1241,wAdg9,2019-01-19T00:22:07.352648Z
empirical_independence,0,0,0,0,0.517650322995868,5.57855984867505,1.97530132801737,2.69050383322943,1.19910403655111,2.6371882917572,1.72417697783742,1.85348976871525,1.05944785188238,2.6890800613426,1.74882899284092,2.03292219209933,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.0659999999989,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1241,wAdg9,2019-01-19T00:22:07.352648Z
Gaussian,0.938075906026961,0.961122128798475,0.945469057115551,0.948222363980329,0.0427190581344159,0.20661553349497,0.203449496699228,0.150928029442871,0.0742534310428411,0.102528266741106,0.0940209963011345,0.0902675646950272,0.0610000715681716,0.106090032255446,0.119467691481079,0.0991215803450262,,,,,,,,12.788999999997,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1241,wAdg9,2019-01-19T00:22:07.352648Z
copula,0.871747094162545,0.873602544658695,0.838906652704269,0.861418763841836,0.0817391629850751,0.580591654315975,0.44385360697966,0.368728141426903,0.153788577089103,0.333333889333992,0.277753440690069,0.254958635704388,0.14995506632144,0.438787434726541,0.368970638081446,0.349173093014028,,,,,,,,17.9449999999997,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1241,wAdg9,2019-01-19T00:22:07.352648Z
treeSHAP,-0.157977739539928,-0.0571014993610684,0.0244482936211983,-0.0635436484265994,0.615507770062212,5.92175976221132,1.91416255906151,2.81714336377835,1.38853578171866,2.78777569731399,1.68202379282834,1.95277842395367,1.16765598980022,2.75188886224682,1.68199522283799,2.0639171785816,,,,,,,,0.0429999999978463,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1241,wAdg9,2019-01-19T00:22:07.352648Z
empirical_sigma.01,0.936408576242651,0.946018472280732,0.943573592864768,0.94200021379605,0.356298438053246,0.216396845823809,0.257678708367522,0.276791330748192,0.172043989767812,0.301496082601515,0.175285222666898,0.216275098345408,0.204020562316242,0.283442891495788,0.225052153939294,0.246572344676336,0.1,0.1,0.1,0.1,0.1,0.1,,14.6849999999977,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1241,CA9z9,2019-01-19T00:53:49.075482Z
empirical_AIC_each_k,0.921605975353525,0.933828070134339,0.922449741226748,0.925961262238204,0.443828283594836,0.211263552065377,0.220532206630934,0.291874680763716,0.212091819576174,0.369581567539778,0.240905190797758,0.27419285930457,0.368394898341097,0.537624746071097,0.392721298352676,0.443179055402697,0.0701609618673836,0.0701609618673836,0.0701609618673836,0.0816454613824987,0.0816454613824987,0.0816454613824987,,2219.084,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1241,CA9z9,2019-01-19T00:53:49.075482Z
empirical_AIC_full,0.926453893397252,0.941116291652591,0.913014131515126,0.92686143885499,0.567370347053776,0.194684354730858,0.26827168660795,0.343442129464195,0.198975976070409,0.328875601448696,0.270216341963839,0.266022639827648,0.301986641617551,0.438129665810671,0.36467816468929,0.374989676391805,0.0606308015083509,0.133334068770254,0.0287551943315033,2.23679424851002,0.0560654377900965,0.091409575121155,,2720.234,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1241,CA9z9,2019-01-19T00:53:49.075482Z
empirical_independence,0,0,0,0,1.15478336711003,2.6591673189199,1.53727304265969,1.78374124289654,2.70545900063969,5.58517136027439,3.106439547831,3.79902330291503,2.40547656464316,5.36805427483687,2.97863516592698,4.00274678932002,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.2920000000013,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1241,CA9z9,2019-01-19T00:53:49.075482Z
Gaussian,0.957656511784954,0.98362632465018,0.975705405137203,0.972329413857446,0.0603315240621294,0.0955507267913632,0.0576477893014441,0.0711766800516456,0.114558571309876,0.0914497826262427,0.0754696902803258,0.0938260147388148,0.178502537820202,0.100021748416411,0.125647432638238,0.139097275563446,,,,,,,,12.7200000000012,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1241,CA9z9,2019-01-19T00:53:49.075482Z
copula,0.959904916199928,0.967615478489745,0.951363100135113,0.959627831608262,0.283408302475424,0.0916385758728083,0.124895210863893,0.166647363070708,0.108475605348307,0.180873102055268,0.15108758922418,0.146812098875918,0.150179442759472,0.239303437046785,0.178952272359291,0.194724395860152,,,,,,,,17.398000000001,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1241,CA9z9,2019-01-19T00:53:49.075482Z
treeSHAP,-0.0681581645542375,-0.0455419934030078,-0.00879873601471446,-0.0408329646573199,0.908941275652835,2.79082206173283,1.49432449917561,1.73136261218709,2.88985812040003,5.83953119751868,3.13377228935803,3.95438720242558,2.45608048834024,5.49963079562627,3.08848396914725,4.11861068282759,,,,,,,,0.047999999995227,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1241,CA9z9,2019-01-19T00:53:49.075482Z
empirical_sigma.01,0.671924540151346,0.778432486386796,0.806783201965573,0.752380076167905,0.203705675387252,0.17332913432521,0.249051320993975,0.208695376902145,0.132015412909895,0.168605291541402,0.124753622818427,0.141791442423241,0.188267157390517,0.297645244782195,0.251832684851096,0.249874340896239,0.1,0.1,0.1,0.1,0.1,0.1,,19.6370000000024,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1241,KpKwb,2019-01-19T00:53:02.517587Z
empirical_AIC_each_k,0.626450788972426,0.796706588963999,0.75400264223131,0.725720006722578,0.327323380012574,0.166827135673342,0.332091770455287,0.275414095380401,0.150313752082281,0.154699325172769,0.158832264573274,0.154615113942774,0.264537017320234,0.249274749279342,0.355049194128997,0.292396499101353,0.0655400868491407,0.0655400868491407,0.0655400868491407,0.159579033440904,0.159579033440904,0.159579033440904,,2650.733,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1241,KpKwb,2019-01-19T00:53:02.517587Z
empirical_AIC_full,0.619036430232594,0.763107664864449,0.718968206161409,0.700370767086151,0.285921433128472,0.189118672847302,0.662551241617742,0.379197115864505,0.153297241401941,0.18026695600863,0.181452827938277,0.171672341782949,0.241289110181121,0.323347542910882,0.359398612245136,0.311179214724307,0.0670674115469196,0.28632202362814,0.0460930697392591,3.0586697100904,0.109409374233411,0.191593025923601,,2563.086,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1241,KpKwb,2019-01-19T00:53:02.517587Z
empirical_independence,0,0,0,0,0.41713474110555,1.21709257304077,2.3646245198687,1.33295061133834,0.402393440127451,0.760965760692429,0.645666547047318,0.603008582622399,0.380949692100501,0.678895576397856,0.668025233639404,0.608955846280549,Inf,Inf,Inf,Inf,Inf,Inf,Inf,19.75,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1241,KpKwb,2019-01-19T00:53:02.517587Z
Gaussian,0.618241699837041,0.761241688676068,0.675752486962561,0.685078625158557,0.251442865909834,0.219228466952733,0.403055854652417,0.291242395838328,0.153617035699781,0.181686899998256,0.209355772131564,0.1815532359432,0.18695903240809,0.228183989322983,0.196405821398011,0.20519533155531,,,,,,,,19.4470000000001,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1241,KpKwb,2019-01-19T00:53:02.517587Z
